English,Icelandic
rooftop cargo box,farangursbox
rooftop cargo box,ferðabox
rooftop cargo box,tengdamömmubox
rope,festar
rope ladder,kaðalstiga
rorqual,reyðarhvalur
rorqual,reyður
rose gold,rauðagull
rosy-cheeked,rjóður
rotisserie,eldgrillaður
rotisserie,rotisserie
rough,harkalegt
round-faced,kringluleitur
round,skjótur
round the clock,allan sólarhringinn
route,leið
router,ráter
rubbed his temples,neri gagnaugun
rubbish,þvættinginn
rub,nugga
rub,nýr
rub somebody out,kála
ruddy,rjóður
rude,ósvífinn
ruffian,dólgur
ruin,hrunið
ruin,rústa
ruins,tóft
rule-based methods,regluaðferðir
rule-based tagger,reglumarkari
rule of thumb,þumalputtareglu
rules,drottna
run into,rekast
run,láta
running costs,rekstrargjöldin
running word,lesmálsorð
run-of-the-mill,útjaskaða
run,rása
runs out,þrjóta
runt,örverpi
rush hour,annatími
rush off,rjúka
rush,rása
rush,rjúka
rush,skunda
rush,vaða
rush,þjóta
rusted,ryðgað
rustle,skrjáfa
rustle,þrusk
Rutgers,Rutgers
sacks of products,vörusekki
sacrifice everything,leggja allt í sölurnar
saddle,hnakkur
sad,mæðulegur
sadness,depurðar
Sagittarius,Bogmaður
sail boat,skúta
sail,segl
saint's legend,helgisaga
salaried employee,launþegar
sales price increase,vöxtur markaðar
salvation,bjargráð
sample,nasasjón
sample,nasaþefur
Sample,úrtak
sanatorium,heilsuhæli
sandal,ilskór
sandbank,eyri
sandbank,grynningar
sandbank,rif
sandbank,sandrif
sandrider test,sandreiðarprófið
sandwich ham,brauðskinka
sandwich,samloka
sane,heilbrigð
sapling,ungt tré
sarcasm,hæðni
sarcastically,í háði
sarcastic,hæðinn
sarcastic,kaldhæðinn
sarcastic,meinhæðinn
satellite,gervihnöttur
satellite,gervitungl
satellite store,útsölustaða
satiating,seðjandi
satisfactory,viðunandi
saturated with,þrunginn
saunter,arka
sausage,pulsa
sausage,pylsa
saving face,halda reisn
saying,orðatiltæki
saying,orðtæki
say,kváðust
say of oneself,kvaðst
say,standa
scaffolding,vinnupallur
scalable,skalanlegur
scale,mælikvarða
scale,mælikvarði
scale,skali
scale,umfangi
scalpel,skurðarhnífur
scamper,skondra
scan bed,skannaflötin
scarecrow,fuglahræða
scare off,fælt
scar,ör
scatter,dreift
scattered,stangli
scattering,slæðingur
scene,sviðsmyndir
schedule of cash payments,greiðsluáætlun
scheme,ráðabrugg
-schisis,-glufa
-schisis,-klofi
schisis,klofningur
schizophrenia,geðklofi
schizophrenia,skítsófreníu
schmuck,lúði
scholarship,lærdómur
schooling,menntun
science nerd,vísindanörðar
scorn,fyrirlítur
Scorpio,Sporðdreki
scotch,skoti
Scot,Skoti
Scotsman,Skoti
scoundrel,fantur
scowl,yggla
scrambled egg,eggjahræra
scrape,klípu
scrape,skafa
scrap man,krabbi
scratch paper,rissblöð
scratch,skein
scree,urð
scrutinize,rýna
scrutiny,athugun
sea cucumber,sæbjúga
sea,glæ
seal skin,selskinn
seam,saumur
search engine,leitarvél
search in every nook and cranny,leita dauðaleit
search interface,leitarskil
search interface,leitarviðmót
seaside town,sjávarþorp
seaside village,sjávarþorp
seat belt,sætisólar
seat,sess
seaweed,þang
seaweed,þari
sebastes,karfi
second language,annars mál
second language,L2
second language speakers,annars málshafar
secret daughter,laundóttir
sector,bransi
sector,geirinn
securities,verðbréf
sedimentary rock,setberg
seems,virtist
seen as someone who steals the fruits of your labor,tilberi
seethe,krauma
seethe,ólga
seethe,sjóða
see-through,gegnsær
segmented,sneidd
segment,geirinn
seismic pulse,óróapúls
seizure,kyrrsetningar
selectional association,valtengsl
selectional restrictions,valhömlur
selection module,valeining
select,valinn
select,völdum
self-assertive,sperrtur
self-assured,sperrtur
self care,sjálfsumönnun
self-confidence,sjálfsálit
self-esteem,reigingur
self-esteem,sjálfsálit
self-helper,gertækari
self-important person,merkikertið
self-sufficiency,sjálfsbjarga
self-sustaining,sjálfbær
selling and administrative expense budget,áætlun um sölu- og stjórnunarkostnað
semantic corpora,merkingarmálheild
semantic drift,merkingarrek
semantic web community,samfélag merkingarvefja
semantic web,merkingarvefur
sense,skilningarvit
sensibly,skynsamlega
sensitive,næmur
sensory processing,skynúrvinnsla
sentence-based correction,setningaleiðrétting
sentenced to die,dauðadæmd
sentence,málsgrein
sentence,setning
sentences,málsgreinir
sentry,varðamaður eða vörður
sent shivers running down their spine,renni kalt vatn milli skinns og hörunds
septic tank,rotþró
sequela,fylgikvili
series,syrpa
seriously,alvarlegri
serotype,vefjaflokkun
sesame,sesam
set,láta
set something in motion,rekspölur
set,syrpa
settle,að gera upp
settlement of accounts,uppgjör
settlement,sátt
settle,semjið
severe,harkalegt
severity,harka
sewage,skolp
sewage,skólp
sewer,holræsi
sewing needle,saumnál
sexes,kynjanna
sex,samfarir
sexual intercourse,kynmök
sexual,kynferðislega
sexy,kynæsandi
shakily,nötrandi
shall,muni
shallow generation,grunn málgerving
shallow generation,grunn myndun
shallow parsing,grunn þáttun
shallow parsing,hlutaþáttun/grunn þáttun
shallow parsing,hlutþáttun
shallow,yfirborðslegum
shamefaced,eins og barinn hundur
shameless,blygðunarlaus
shameless,ósvífinn
shared interests,sameiginlegum áhugamálum
shared,sameiginlegur
sharpen,skerpa
sharp-faced,skarpleitu
sharp,hvass
sharp intake of breath,saup hveljur
sharp,ör
sharp,skarpur
shaven head,rakað höfuð
shave,raka
shearing,rúning
shed,skúr
sheep's sorrel,hundasúra
sheer,þverhníptur
sheikh,sjeik
sheik,sjeik
shelf stable,geymsluþolnar
shell,pilla
shell,skel
shelter,skjól
shepherd,hirðir
shield,skjöldur
shield volcano,dyngja
shift,færðir
shiitake,kínverskur svartsveppur
shiitake,kínverskur sveppur
shiitake,shiitake-sveppur
shiitake,tókasveppur
shine,skína
shipwreck,skipsflak
shirt buttons,skyrtutölunum
shit,drulla
shiver,skjálfa
shoal,eyri
shoal,grynningar
shoal,mergð
shoal,sandrif
shoal,torfa
shoal,vaða
shock,áfalla
shocked,bit
shock,losti
shoddy,ófínn
shopping,innkaup
shopping mall,kringlan
shopping mall,verslunarmiðstöð
shore,fjara
shore,flæðarmál
shortage,þrot
shortcoming,hængur
shortcomings,gallar
short distance,spöl
short distance,spölur
Short-eared owl,brandugla
short fellow,naggur
short fellow,peð
shortly,brátt
short,ör
short rib,skammrif
short-run,skamm-tíma
short stretch,spölkorn
short-track speed skating,skautaat
shoulder muscle,axlarvöðvi
shoulders,herðar
shower,skúr
shreds,tætlurnar
shrewd,skarpur
shriek,garga
shrub,runni
shudder,hrollur
shuffle,stokka
shush,þagga
shutters,hlerana
sick,óglatt
sideburns,bartar
side conversation,þau vilja vera út af fyrir sig
siege,umsátur
sieve,sía
sight,sigti
signal analysis and representation,greining og framsetning merkja
signals,merki
signature,áritun
signed,áritað
Significance tests,marktektarpróf
significant,bitastæður
significant,bitastætt
significant,verulegar
signs of decay,hrörnunareinkennunum
silence,þagga
silly season,gúrkutíð
silver specie coin,silfurspesía
similar to,svipað og
simmer,malla
sincere,einlæg
sinew,sin
singe,svíða
sink,sökkva
sink,sykki
sister cities,vinabæir
sitar,sítar
situational awareness,ástandsvitund
situation,staða
situtation,ástand
size,stærð
skeletal muscle,beinagrindarvöðvi
skeletal muscle,þverráköttur vöðvi
skeletal system,stoðkerfi
skeleton,magasleði
sketch paper,rissblöð
sketch,rissa
skewed,á ská
skewed,skakkur
skewer,grillspjót
skewer,steikarteinn
skew,skekkja
skid,rása
skilled,færasta
skill,færni
skimmed milk,undanrenna
skim milk,undanrenna
skin,hörunds
skip,skoppa
skive,skrópa
skull-cap,kollhúfur
sky,himinn
slacker,letihaugur
slammer,steinn
slam,skella
slap on the face,löðrunga
slave girl,ambátt
slave girls,ambáttir
slavery,þrælahald
sleeve,hólkur
sleeve,pokahorn
slice,geirinn
slide from a presentation,glæra
slide,renna
slightly,ívið
slightly,ofurlítill
slim down,megra
slingshot,slöngva
slingshot,teygjubyssa
slippery,háll
Slippery Jack,furusúlungur
Slippery Jack,furusveppur
slip,renna
slipshod,ófínn
slip,skrika
slope coefficient,hallatala
slouching,álútur
slowly but surely,hægt og bítandi
slow news season,gúrkutíð
sluggish,daufum
sluggish,sljór
slug,snigill
slur,blettur
slur,munnsöfnuður
slush avalanche,krapaflóð
slush,krap
slushy avalanche,krapaflóð
sly,slóttugur
smack,slást
smack,smella
small boy,patti
small chest,skrín
smaller,smærri
small invalid,smástrái
small miserable person,örverpi
small pancake,lumma
small stuff,smáatriði
smarmy,smeðjulegur
smart,smart
smart,snidugt
smell,ilma
smell,lykta
smidgen,ögn
smile,brosa
smirk,glotta
smithereens,mask
smoke,svæla
smoky,svældur
smoothing,jöfnun
smugly,drýgindalega
snack,millimál
snack,snarl
snail,doppa
snail,snigill
snap,hreyta
snap,smella
snarl,hreyta
snatch,þrifist
sneakers,strigaskónum
sneeze,hnerra
sneeze,hnerri
sniffle,sjúga upp í nefið
snore,hrjóta
snorted,hnussaði
snort,hnussa
snow cover,snjóþekja
snow drift,fjúk
snowstorm,hríð
snuggle,kúra
soar,svífa
social activity,félagsleg virkni
socially risky,áhættusöm
social science,félagsvísindi
socket,hólkur
softball,mjúkbolti
software application,hugbúnaður
software application,viðfang
sole of one's foot,il
sole of shoes,skósóli
sole of shoes,sóli
Solinium pulse,sóliníumgeisla
solutions oriented,ráðningar
solution,úrræði
solution,útkoma
solved,upplýst
solvency,gjaldþol
solvency,greiðslugeta
solvent,leysir
sombre,þungbúnu
somebody from the same district,sveitungi
some,fáeinar
some kind of,e.k. eins konar
some,nokkru
somersault,heljarstökk
somersault,kollhnís
some sort of,e.k. eins konar
something new,nýnæmi
somewhat,ögn
sonata,sónata
Sophocles,Sofokles
Sophocles,Sófókles
sorrow,harmkvæli
Sorry I just thought of something funny,Afsakið ég var bara að hugsa dálítið fyndið
sought after,eftirsóttur
soundproofed,hljóðeinangraður
soundtrack,hljóðið
source language,frummál
source of,-gjafi
source of water,vatnsból
source of water,vatnslind
source,uppspretta
southern,suðrænn
space jet,geimþota
spaceplane,geimþota
space probe,könnunarfar
space,rúmi
spam filters,ruslpóstsía
spanked in the butt,taka í rassinn
spank,rasskella
spare,firra
spark,neistaflug
sparrow,spörfugl
spat,hreytti
spawn,ala af
spawn,elur af
speaker diarization,samræðugreind
speaker,mælandi
speaker,málhafa
speaker recognition,mælandakennsl
Spearman’s rho,raðfylgnistuðul
special effects,tæknibrellurnar
special forces,víkingasveit
special orders,einsskiptis sérpantanir
special,spes
specific,ákveðnum
spectacular,stórfenglega
speculate,spekúlera
speech analyser,talgreinir
speech analysis,talgreining
speech applications,taltæknihugbúnaði
speech coding,talkóðun
speech coding,talkótun
speech encryption,dulritun tals
speech enhancement,endurbót tals
speech input – assessment and evaluation,mat á talinntaki
speech interaction,talsamskipti
speech interaction technology,talsamskiptatækni
speech,mál
speech,ræða
speech recognition module,talkennsleining
speech recognition,talgreining
speech recognition,talkennsl
speech recognizer,talþekkjari
speech retrieval,talheimt
speech synthesis evaluation,mat á talgervingu
speech synthesis,talgerving
speech synthesizer,talgervill
speech,tala
speech technology,taltækni
speech-to-text,talgreining
speedway,hraðbraut
speedy,skjótur
spell-checker,stafrýnir
spell checking,stafrýni
spell,töfraþula
spike,broddur
spike,gaddur
spin-dryer,þeytivinda
spinning,spuni
spin the bottle,flöskustútur
spirited discussions,æsingaræðum
spiteful,illkvittinn
spite,illkvittni
spit of land,eyri
splash,busl
splash,gusa
splash,skvetta
spleen,milta
splendor,reisn
splendour,reisn
splinter,flís
split,klofinn
spoken dialogue systems,samræðukerfi fyrir tal
spoken language corpora,málheildir talmáls
spoken language dialogue,samræða í tali
spoken language generation,gerving talmáls
spoken language input,talmálsílag
spoken language understanding,skilningur talmáls
spoken output technologies,talmálsfrálagsaðferðir
spokesman,formælandi
spokesman,talsmaður
spongy,svampkenndu
spook,hræða
spoor,spor
spot,doppa
spotlight,kastari
spotted catfish,hlýri
spotted catfish,steinbítsbróðir
spout,stútnum
spout,stútur
spray,úða
spread,strá
spring,skoppa
spring,vatnsból
sprite,hrekkálfur
sprocket,keðjuhjól
sprout,forrækta
spurt,bunu
spyware,hlerunartæki
squad,sveit
squalid,sóðaleg
square,ferkantað
square,kvittur
squash,kremja
squash,mannþröng
squat,hnébeygja
squeezer pouch,skvísa
squeeze,skvísa
squid,smokkur
stability,stöðugleiki
stability,stöðuleiki
stack,stafla
stack,stafli
staff,prík
staged,setja á svið
stage,svíðsetja
staging,sviðsetning
stagnate,staðna
stairs,tröppur
stair,trappa
stamina,þol
stamp,stappa
standard costs,staðalkostnað
standard costs,staðalkostnaður
standard deviation,staðalfrávik
standardized form,stöðluðu formi
standard,mælikvarða
standard,mælikvarði
standard,staðall
stands,standa
stand-up comedian,uppistandari
starch,línsterkja
stare,einblína
stare,einblínum
stare,glápa
stare,góna
starfish,krossfiskur
starflower,hjólkróna
starflower,svalasjöstjarna
starting point,útgangspunktur
start legal proceedings,höfðar
start moving,stjá
start state,upphafsstöðu
starved,soltinn
state,kváðust
statement of comprehensive income,yfirlit um heildarafkomu
statements,fullyrðingar
static budget,stofnáætlun
static,suð
statistical language model,tölfræðilegt mállíkan
statistical machine translation,tölfræðistudd vélþýðing
statistical modeling and classification,tölfræðileg líkanagerð og flokkun
statistical taggers,líkindamarkarar
statistical taggers,tölfræðimarkarar
statistic,mælitala
statute of limitations,fyrning
statute of limitations,úrelding
statutory lien,aðfararveð
statutory,lögráða
stay firm,haggast
stay,halda til
stay out,aðgangur bannaður
stay,una
steadfast,stöðugt
steadfast,stöðugur
steadily,jafnt og þétt
steadiness,stöðugleiki
steadiness,stöðuleiki
steaming,rjúkandi
steel,stál
steep,brattur
steering wheel,stýri
Steller's sea-eagle,risahaförn
stemming,stofngreining
stem vowel,stöfnsérhljóð
stench,fnykur
stench,fýla
stench,óþefur
stench,stækju
sterility,ófrjósemi
sternocleidomastoid muscle,höfuðvendir
stickers,miða
stick figure,spýtukall
stick,kylfa
stick,prík
stick-shift,beinskiptur
stick,stinga
stick to the basics,stiklað á stóru
stiff,stirður
stigma,skömm
stimulated,örvað
stimulation,örvun
stimulus,áreiti
stinginess,nískan
stinking,daunillur
stinking,stæka
stipulation,forsendur
stipulations,tilskilins
stir,bær
stir in one's sleep,rumskað
stitch,lykkja
stitch,prjón
Stjarnfræði,astronomy
Stjarnvísindi,astronomy
Stjörnufræði,astrology
Stjörnufræði,astronomy
stochastic taggers,líkindamarkarar
stochastic taggers,tölfræðimarkarar
stock,kraftur
stolen goods,þýfi
stoma,loftauga
stoma,munnop
stoma,munnur
stoma,mynni
stoma,op
stoma,rauf
stoma,stóma
stoma,tengiop
stoma,veituop
stoned,skakkur
stones,grjóti
stop dead,snarstansa
stop epenthesis,lokhljóðsinnskot
stop for a rest,æja
stop,nam staður
stopper,tappi
stopwatch,skeiðklukka
stopword,stopporð
stopword,váorð
storage,varðveislu
storm,óveður
storm,vaða
storyteller,sögumaður
stout,digur
straight away,í einum grænum
straight away,um leið
straight line depreciation,línulega afskrift
strait,mannþröng
strait,sund
strangle,kyrki
strategic,skipulagt
strategic,skipulegur
strategising,stefnumótun
strategy,stefnu
strategy,stefnumótun
stray,óþekkur
streaming,flóandi
street light,götuljós
strengthening,herðin
strength,máttur
strength,megn
strength,styrkleiki
stress,árétta
stretched,þandist
striated muscle,rákavöðvi
striated muscle,þverrákóttur vöðvi
strict,strangur
strike,ljósta
striking,áberandi
strip mall,þjónustukjarna
stroke,heilablóðfall
stroke,slag
strong,óflug
structure,byggja upp
structure,formgerð
structure,gerð
struggle,bisa
struggle,etja
struggle,viðureign
struggle with,kljást
strut,arka
strut,reigsa
strut,strunsa
student housing,garðarnir
student housing,stúdentagarðar
student rights office,réttingaskrifstofa SHÍ
student rights office,skri
study,lestur
stuffed,uppstoppaðan
stuff,efniviður
stupefy,deyfa
stupefy,sljóvga
stupid babbling,heimskuhjal
stupid,ör
style,stíll
stylish,smart
styrofoam,frauðplasti
subconscious,undirmeðvitund
subjectivism,hughyggja
subject matter,efniviður
subject to demands,afturkræfur
subject to necessity,afturkræfur
subject to repayment,afturkræfur
subject,viðfangið
subject,viðfangsefni
subject,þegn
sub-junior category,æskuflokkur
sublet,endurleigu
submarine,neðansjávar
submarine sandwich,langloka
subpeona,stefnt
subsidize,niðurgreiða
subsistence,afkoma
subsistence,atvinna
subsistence,framfærsla
subsistence,tilvera
substance,efniviður
substance,verund
substantial,drjúgur
substantial,verulegar
substitute,afleysing
substitute,afleysingar
sub task,undirverk
subterfuge,klækir
subword,orðaflís
succeed,heppnast
success,árangur
success,frami
success,niðurstaða
succinct,hnitmaðaðan
succulent,safajurt
succulent,þykkblöðungur
such as,s.s. svo sem
suck,sjúga
suck,soga
suck,totta
suction,sog
sudden-death,bráðabani
suddenly,snögglega
sudden,snöggur
suet,mör
suffering,harmkvæli
suffice,dugir
sufficient,nægileg
sufficient,nægja
suffix,viðskeyti
sugar,strásykur
sugar,sykur
suggestion of their take,tillög þeirra ná
suicide,sjálfsmorð
suicide,sjálfsvíg
suitable,hæfari
suitable,hæfilegri
suitable,heppilegt
suitable,tilhlýðilegur
suitable,viðeigandi
suite,svíta
suit,þóknast
summarization,samantekt
summarizer,samantaki
summarizer,samantektartól
summarizer,samantektir
summary,yfirlit
sunk cost,óafturkræfur kostnaður
sunk costs,óafturkræfur kostnaður
sunk cost,sokkinn kostnaður
sunk costs,söguleg kostnaður
sunk costs,sokkinn kostnaður
superior,æðri
superiority,yfirburðir
superstition,hjátrú
supervised learning,leiðbeint nám
supplies,aðföng
supply,leiða
supported,stuðst
support,framfærsla
support,styðja
support system,stoðkerfi
support vector machines,stoðvigravélar
supposed,meintur
suppose,gera ráð fyrir
suppress,bæla
surfaced,yfirborðið
surface form,yfirborðsgerð
surface,yfirborð
surmise,giska á
surmise,gruna
surname,ættarnafn
surprised,hissa
surprising,flatt
surround,umlykja
surveillance,hlerunartæki
surveillance,vöktun
survey,yfirlit
suspected,meintur
sustainability certified,sjálfbærnivottun
sustainable,sjálfbær
swallowed,kokgleypti
swarm,mannþröng
SWAT,víkingasveit
swear,blóta
sweater,peysa
sweat gland,svitakirtill
sweep,sópa
swelling,bólguhnúður
swelling,kúla
swift,skjótra
swift,skjótur
swine,skíthæll
Swiss roll,rúlluterta
switch,sópur
swollen,bólginn
swollen,þrunginn
swoon,öngvit
swordfish,sverðfiskur
syllable,atkvæði
synchronisation,samhæfingu
syndrome,heilkenni
syntactic generation,setningagerving
syntactic parsing,setningaleg þáttun
syntax-driven semantic analysis,merkingarfræði í setningarlegu ljósi
syringa,sýringa
systematic gap,kerfisgat
system,kerfi
systems integration,kerfissamþættingu
taciturn,fámáll
taco,taco
taco,takkó
Tae Bo,Tai Bo
taekwondo,taekwondo
tagged corpus,mörkuð málheild
tagger,markari
tagging,mörkun
tag,mark
tagset,markamengi
tagset,markaskrá
tail,skotta
Taiwan Strait,Taívansund
take a blow,beðið hnekki
take advantage of one,notfærir sér
take a look around,skyggnast
take away,svipta
take away,sviptir
take care of,annast
take in,fatta
take into consideration,hliðsjón
take it personally,taka nær sér
take on,fást við
takes effect quickly,fljótvirk
takes place,ske
talkative,málglaður
talkative,ræðið
tally,stemma
tampon,tíðatappar
tapered,uppmjó
tapestry,veggteppi
tapir,tapír
tap off,hólkur
tardy,síðbúnum
target language,markmál
tariff,álagning
task,iðja
task-specific module,sérhæfð forritseining
task,verk
task,verkefni
tassle,skúfur
taste,hæfi
taste,keimur
taste,nasasjón
taste,nasaþefur
tasty,bragðgóður
tattoo,flúr
tattoo,húðflúr
Taurus,Naut
tax,álagning
tax allowance,hlunnindi
tax assessment,álagningarskatta
tax authorities,skattayfirvöld
tax balance,álagning
tax on revenue,tekjuskattur
tax report,álagning
tax,skattur
teaching arrangement,kennslufyrirkomulag
teach,skóla
tea infuser,tesía
teal,urtlitur
teasing,striðni
tea strainer,tesía
technical product,tæknileg afurð
technological innovation,tækninýjung
teenage girl,táningsstúlkur
telecommunications equipment,fjarskiptabúnað
temperamental,ör
temperament,skapferli
temper,tempra
tempestuous,skapheitu
temporal expression,tímasegð
temporary tattoo,gervihúðflúr
tempt,lokka
tenacious,þrautseigur
tending,umhirða
tendon,sin
tense,spenna
tense,stífna
tense,strekkja
tense,þenja
ten,tía
ten,tíu
tent,tjald
ten,tugur
tepid,ylvolgt
teratoma,fjölkímsæxli
term base,íðorðagrunnur
term,hugtak
term,hugtök
terminal,skipanalína
terminal,skjáhermi
terminal,útstöð
terminate,þrjóta
terminology,íðorðaforði
terminology restrictions,íðorðahömlur
terms,forsendur
terrible,agalegur
territory,umdæmi
terror,skelfing
test corpus,prófunarsafn
testicle,eistna
testimony,framburður
testimony,vitnisburður
test instructions,próffyrirmæli
test set,prófunarhluti
test set,prófunarmengi
test set,prófunarsett
test sets,prófunarlistar
test themselves,reyna með sér
test,tilraun
test,þraut
textbook,kennslubók
text collection,textasafn
text compression,textaþjöppun
text data mining,gagnanám úr texta
text encryption,dulritun texta
text indexing,lyklun texta
text mining/analytics,textanám
text processing system,ritvinnslukerfi
text technology,textatækni
text-to-speech synthesis,talgerving texta
text-to-speech,talgerving
that matches,á borð við
That took him by surprise,Það kom honum sjálfum á óvart.
that was funny,Það var fyndið
that which he didn´t anticipate,það kom honum á óvart.
thaw,leysing
thaw weather,þíðviðri
the attack,adförin
the big picture,stóra samhengið
the blow,höggið
the cherry shrubs,kirsuberjarunnarnir
the escape,flóttinn
the Greeks,Grikkirnir
The Holocaust,Helförin
The Judicial Administration,dómstólasýslan
theme,þema
the next one,þeim næsta
theologist,guðfræðingur
the people,alþýðu
thermoreceptor,hitanemi
thermos,brúsi
thesauri wordnets,orðtengslanet
these,eftirtalinna
The Student Cellar,Kja
The Student Cellar,Stúdentakjallarinn
The Student Cellar,Stúdó
the world awaits,veröldin bíður þín
The World Bank,Alþjóðabankanum
thicket,þykkni
thick pancake,skonsa
thigh,læri
thigh meat,lærvöðvar
thimble,fingurbjörg
think,telja
thinly sliced,þunnskorinn
thin,mjór
thin stick,pinni
this,eftirtalinna
thong,skinnþvengnum
thong,þvenginn
thorn,þyrnir
thoroughly,rækilega
thoughtful,íhugull
thought,hugsun
thoughtlessness,gáleysi
thought,þönkum
threatening letter,hótunarbréf
threatening,ógnandi
threaten,ógna
thrift,nýtni
thrive,þrifust
throat,kok
thrombosis,blóðsegi
thrombus,blóðsegi
thrombus,blóðtappi
throng,aragrúi
throng,fólksþvaga
throng,manngrúi
throng,mannmergð
throng,mannþröng
throng,múgur
throng,sægur
throng,troðningur
throng,urmull
throng,þvaga
throng,þyrping
throw away,fleygjum
throw,varpa
thumbtack,teiknibóla
thunderous applause,dynjandi
thunder,skrugga
thunderstruck,dolfallinn
thyroid,skjaldbrjósk
thyroid,skjaldkirtill
ticket counter,lúga
tick,tifa
tic tac toe,milla
tic tac toe,mylla
tide line,flæðarmál
tidy up,taki til
tidy up,þríf
tie,batt
tighten,herða
tighten,herti
tile,flís
tilting,skakkur
timely,tímabært
times,sinnum
time,tíðina
time value of money,tímavirði peninga
timid,ragur
tine,tindur
tinted windowpanes,litaðar rúðurnar
tip of the cliff edge,klettabrún
tire tracks,hjólför
title deed,afsal
title deed,veðbókarvottorði
title,fyrirsögn
title,yfirskrift
to answer,svara
to ask,spyrja
toaster oven,grillofn
toasting fork,eldskörunginn
to be an ass,asni
to be at,vera staddur
to be called,heita
to become,verða
to be direct,tala hreint út
to begin,hefja
to be honest,vera hreinskilinn
to be in hot water,að sitja í súpunni
To bend,skekkja
to be necessary,krefja
to be reprimanded,taka á beinið
to be situated,vera staddur
to be,vera
to buy,kaupa
to call,kalla
to carry with,hafa í för með sér
to catch,grípa
to cause to lose sense of direction,slá út af laginu
to come,koma
to count,telja
to cry,grenja
to demand,krefja
to describe,lýsa
to disappear,hverfa
to dive,#kafa
to do,gera
to draw in a direction,draga
to eat,borða
to echo,bermála
to entail,hafa í för með sér
toes wriggled,iðuður tær
to fall,falla
to feel,líða
toffee,karamella
to find a needle in a haystack,að finna saumnál í heystakki
to find,finna
to finish,ljúka
to finish the job,setja punktinn yfir i-ið
to follow,fylgja
to forget,gleyma
to get,fá
to give,gefa
to go,fara
to growl,urra
to have/bring on the journey with oneself (very literal translation),hafa í för með sér
to have,eiga
to have,hafa
to have such and such consequence,hafa í för með sér
to hear,heyra
to hide,fela
to hiss,hvæsa
to hold,halda
toil,at
toilet rim block,salernissteinn
toilet rim block,wc steinn
to insist,krefja
token-based errors,stakorðavillur
token (frame),tóki
token (information),tóki
tokenization and segmentation,tákngreining og sneiðing
tokenization and segmentation,tókun og skipting
tokenization,tilreiðsla
tokenization,tókun
tokenizer,tilreiðari
tokenizer,tókari
to knit,prjóna
to know (a person),þekkja
to know,kunna
to laugh,hlæja
to lead,leiða
to learn,læra
tolerable,viðunandi
tolerate,þola
to let,láta
to lick,sleikja
to lie down,liggja
to list some possibilities,svo að dæmi séu tekin
to list some possibilities,svo dæmi séu tekin
to live,búa
to live,lifa
to make oneself,halla sér
to match figuratively,hæfa
tombóla,tombóla
tomcat,fress
to mention,nefna
Tommi's Burger Joint,Búllan
to move,færa
to move,flytja
to not be honest,hafa óhreint mjöl í pokahorninu
tonsil,hálseitill
tonsil,hálskirtill
To obscure,skekkja
tool,græjum
tool,verkfærin
too much,megn
to open,opna
top-down,ofansækinn
to perfection,setja punktinn yfir i-ið
topic detection,efnissviðsgreining
topic,viðfangsefni
to play a team sport with more players on  the field than the other team,að spila í yfirtölu
topless,topplaus
toponym,örnefni
topple,koma frá manni
top,tappi
to read,lesa
to realize,gera sér ljóst
to recount,rifja upp
to refresh one's memory,rifja upp
to review,rifja upp
to revive,lífga
torment,kvelja
torment,pína
torso,bolur
tortilla chips,nachos
torture,pína
torturous,pínandi
to run,hlaupa
to say,segja
to search,leita
to see,sjá
to send,senda
to shove,stjakaði
to sit,sitja
To skew,skekkja
to solve disagreements,að leysa ágreining
to speak,tala
to squander,kasta á glæ
to start,byrja
to stop,hætta
to submit,leggja
total assets,heildareignir
total cost,heildarkostnaður
total cost,heildar kostnaðurinn
total darkness,kolniðamyrkur
total eclipse,almyrkvi
totally,aldeilis
to teach,kenna
to the best of my knowledge,eftir bestu vitund
to the fullest,út í ystu æsar
to think,hugsa
to tilt,skekkja
totter,staulaðist
to turn,snúa
tough guy,kallakall
tough,þrautseigur
to understand,skilja
to use,nota
to walk,ganga
toward oneself,í eigin garð
towards,gagnvart
towards the rear,aftarlega
to warp,skekkja
to watch,horfa
to watch,líta
tow hook,dráttarkúla
to work at the docks,vinna á eyrinni
to work in town,vinna á eyrinni
to work,vinna
to write,skrifa
toxic,agaður
toy system,leikfangakerfi
trace,rekja
trace,snefill
traffic accident,umferðaróhapp
trailer,hjólhýsi
trailer trash,hvítt hjólhýsapakk
training corpus,þjálfunarmálheild
training corpus,þjálfunarsafn
training set,þjálfunarsett
tramp,umrenningur
trance,leiðsla
trance,trans
transceiver,talstöð
transfer,framsal
transfer,framseldur
transfer,yfirfæra
transfer,yfirfærsla
transfixed,heillaður
transformation-based taggers,leiðréttingamarkari
transformation-based taggers,námsfúsir markarar
translation memory,þýðingarminni
transparent,gegnsær
trapezius,sjalvöðvi
trap,gildra
trauma,áverki
tread,feta
tread water,troða marvaðann
treasury,fjárvarsla
treat,góðgjörðir
treatment of material,efnistök
treat,nammi
treat,veitingar
tree adjoining grammar,trjátengslamálfræði
treebank,trjábanki
tree-top,króna
tremendously,afskaplega
tremor pulse,óróapúls
trial,þraut
tribe,ættbálkur
triceps,þríhöfði
trident,þríforkur
trigger,gikkur
trigram,þrennd
trigram,þrístæða
trinity,þrenning
triphones,þrístæða
trodden,troðinn
tropical,suðrænn
trot,skálma
trouble,fyrirhöfn
